Chromium f8675cbb337440a11bf9afb10ea11bae42bb92cb
WPT 790279663be2b1f314186c1863b7c60a07013f58
WPT 7bc0d4741c6345d9c19cd53d3607de17a563c834 latency=3285.1
WPT a045a7a19b4c771c64614b98f399116b30710685 latency=3285.1
WPT 15ffa875628ca8b1feaf7a6c0353bdd97cbc9306 latency=3285.1
WPT a2100f3a007fbd6e124e39a62f86de34ad03ce98 latency=3285.1
WPT 5190359dc8a080ecbaacffcc0743e4af18f1a3a0 latency=3285.1
WPT f12563c39560228866ad2182ca697240a3f82bd3 latency=3285.1
WPT 66b3e5a384c0d0e267fef99daaf3494c32434200 latency=3285.1
WPT 256b14bd6e82b0febc64f2cc8543944676e2587e latency=3285.1
WPT 3696b501bb0a8fc465e77f168df0c348e363cdff latency=3285.1
WPT ad2eb8efff3967ec3f245fda006020d7c9ac1a31 latency=3310.5
WPT ecb36367ccceb73f884ab4bc4abaee01cf9248c3 latency=3374.98333333
WPT e16cb825c23cfe98c41196e4bdd1a983a43b59e2 latency=3419.11666667
WPT 8604fd838eadb5c68ed3a01291f2bdb1c9d3d005 latency=3424.06666667
WPT 872a75bdaac4a1977c50f816b694ef98c8badcc8 latency=3424.06666667
WPT d93f75073dd51528ad152e5ae55a83e6a962b9c9 latency=3424.06666667
WPT e7e6f26014bb1febbc095c36b423b9802afeb575 latency=3446.46666667
WPT 05e2dea394c9ba186090b69a086c4499c5259f65 latency=3446.7
WPT c6b700e2bdde1f35627e064c7c71783b7847018a latency=3447.28333333
WPT efbfa7938cdd3d0168062c98199e26e81423bdc3 latency=3447.53333333
WPT f9e11f0fc8f42400fee5c6389c5afca9e47d8559 latency=3447.78333333
WPT b1a9cdb5556c53c780da4d719959c19bb65079ac latency=3448.23333333
WPT 9958065b38e2145c5569b151be9443f39b54c32d latency=3448.51666667
WPT c326a02067e2339a7f17543eba9bc1f8314eec5f latency=3448.73333333
WPT 1deb6e2b34daa8452fc0a9af9e96dd6c38bd745e latency=3449.3
WPT 4cbcaf2f4c94046e8d490665dfcff5d795871460 latency=3449.55
WPT 09103516129bba32f1192b269a485fce63e3771b latency=3449.76666667
WPT b9472440861e28b8ef6caf0acbf85537922b3c5b latency=3450.23333333
WPT 174e57fb83b9435182eaaa7ce53f94cb1ae001d6 latency=3450.48333333
WPT de02292ddc72c58c77ee4e20378dd3ee6d8e7387 latency=3450.7
WPT 2746e72aa290f044791a1d04b611404a16c99c51 latency=3451.26666667
WPT 443b8a0b5c9dae5a45bee4ccc762b848837c58e2 latency=3451.51666667
WPT abd75f4b88f40d3405156e64bb986dce49d2c9ed latency=3451.73333333
WPT 80622e5bb8b200add22425e52f27222b7f80855e latency=3452.3
WPT bbfcf5e2d38769df2aa743475010ab56f3dfbc63 latency=3452.55
WPT 4acbb63cfa4512aeef6c5bebd77e8c22a0e43531 latency=3452.76666667
WPT fdc261914cfb347e20c77a6c6ba7127a4aeb98d9 latency=3453.21666667
WPT 8f27f01ff159c3fe61cff5163dfbee27ceb673e6 latency=3453.48333333
WPT 156d699eec5396c19f8632abdc0403bb6b02e854 latency=3453.71666667
WPT f97d482b0a86e6009b55aa915928a0552675c450 latency=3454.43333333
WPT 9297d82cde78dc4ee887c9984848d802aedb9471 latency=3454.66666667
WPT 4d1c1941174c446fbddac5c445545c5dd7222fa1 latency=3454.91666667
WPT 7976239791d4894df2f7832e91ac7bf55a5a0b93 latency=3455.15
WPT 68ca3b2a75ef4633dd9e3bf6c86e5e6c570fa2a2 latency=3455.36666667
WPT 41d69465637fbb66d5266c56f687a67b3f724bcd latency=3455.6
WPT 528074c30d8accfe6303ed749e80c0889328fc72 latency=3455.88333333
WPT 77ca045ea186564294ee9ab5309d80eb773b578d latency=3456.11666667
WPT 46df0f6259beb0dab8ff35d9fb494d0795359333 latency=3517.01666667
WPT 2e303780c6069f59677168b218cd8fa620ec6a62 latency=3517.03333333
WPT fd105b38bfd7115fdd428811a37d4879f7702f7b latency=3517.03333333
WPT 017af16974ca0151546362ce8e6a27cc6c1c98db latency=3517.03333333
WPT cc150b72de3c943e70fc8dde432d2202a4e6e0d7 latency=3517.03333333
WPT 0b61b3b41037158012143421c6cbd8983989839a latency=3517.03333333
WPT 031785adf4b3a5706977ba5fa06c9a4da0f1327c latency=3517.03333333
WPT 1ec5ccdfb1036357b77e23952563476f44c9a289 latency=3517.03333333
WPT 9e99cf786e2fcd676afd02a1c6a80f7f2d1df40d latency=3517.03333333
WPT 30c3053382660b85fd3a7f64d997ce29f861d1ac latency=3517.03333333
WPT ce706555cd35b27d747f9bc028063b078f8c95cf latency=3517.03333333
WPT 2c59ef5d380bee1591ca88b573de2f448aac1d47 latency=3517.03333333
WPT a9d3a1aa805a08c45cab6f05a589e50e20205252 latency=3517.05
WPT 447d9ef8fa3ac59d23fa26cf02322193ff7cdf9d latency=3517.05
WPT 2f3afa53d03d854c89f3abef6e6b03e8c7a064c3 latency=3517.05
WPT 99c1c61d236688e4b3147b1189184abbef38c5d4 latency=3517.05
WPT 6a2f81a5c56acfcd4974017e47e6c42159b64447 latency=3517.05
WPT 90f237a0d0621f719a3afa36c94d8b77aa5c65be latency=3517.05
WPT e7327c5ba23c244c1e98358f9622cd1e84202ba2 latency=3517.05
WPT 11fcc9bd4c3bdaa871b052e1b98cb8edfa1a78c9 latency=3517.05
WPT 9b72c3158c948d1c4cb26d1f629b2788e145d902 latency=3517.05
WPT 2e2f53489d740571e325da165caa8dc9bcc5e20b latency=3517.05
WPT 8543a79f9fd6c62872740488da80d6e53bb9cabb latency=3517.05
WPT 6c34045a461c4cc3f99e59b794a2c61d3fb4b0bf latency=3517.05
WPT a9f8fbcfc8aa2e301cd9693be6fbb9a739d44989 latency=3517.06666667
WPT 95af0bb0d80948668d00c4e3d928f8c3106fa9f0 latency=3517.06666667
WPT f0f28c65d65c1ce7423adfba77982ae21579d94e latency=3517.06666667
WPT 9d2f5c42794af0bbaee597d9a617f86bbb63a715 latency=3517.06666667
WPT c8b41490b32dbf850105496d9acaefb0871298a3 latency=3517.06666667
WPT 4f5769e02a535626d4e7c65fc5d0383b94da8a84 latency=3517.06666667
WPT 1112456346f445356a98c9787d69b828be370ae2 latency=3517.06666667
WPT d77201112dcfde54e9a51fec2d5245ef989b4a0c latency=3536.15
WPT c147d345dfe7d7b91e83e34ac554961419a44369 latency=3552.8
WPT acfb108b15b9596bb29655fc2d77f00cf16baeac latency=3585.96666667
WPT 3d7490bc1c635f681318ba927183460422e09d3e latency=3585.96666667
WPT bdff66a4613fce53ac0f49f18b0634eaa9065dce latency=3694.58333333
WPT 791e95323def1e97ecd567f0ac7ff5bef3b0f984 latency=3805.45
WPT d5f19d9361e81819438573dc8b65f06a04cb6074 latency=4109.91666667
WPT 82d983342ea9d4309724500c35f4130de93b2cf4 latency=4762.08333333
WPT 6845124ec9c71a3e929e303405350d42455c0503 latency=45133.7666667
WPT 6e05dc461f74ad3c86da8a18ebb33ebbc7a8dc6e latency=54018.7833333
WPT c1c1328fbd88d2630827ac9cd18cb1706b17b667 latency=61593.1833333
WPT 66eced7937565e2ee9f1f9ada6bb341a84b464a8 latency=84533.1333333
WPT a2ec1289061e2242848330c98a427485a2829dcc latency=84533.1333333
WPT ac10e6dc88abd84455f6917b44867782c3f0671f latency=84533.15
WPT eb95ef4a09609f7ceaef1bf30ba6c66e708c0557 latency=84533.15
WPT 67c455d39cb302fd4d77ae559da51b1e9d3ea849 latency=84533.15
179/199 import bc4928180cc7111dbc2c17b3c26936423bbd93ca
WPT c2fd58d017d5e0712358f15989dafedc55dd052c latency=211.533333333
WPT cfdfb48329b20e19b6492a317ac5181a99506fd2 latency=397.383333333
WPT fcccbad6504b77667f56856cc34601109866b0c4 latency=613.933333333
WPT cb69c25a531334c4e3a01eface9f65be395610c4 latency=644.033333333
WPT d9be87fd2e966391ddf4facfd60f933abac9b911 latency=644.033333333
WPT b0c089d479a61bc3d486dc880438782af2665917 latency=803.8
WPT eea78e6253e2d0e99820cea6e940099ecd018d43 latency=825.833333333
WPT 849665785f3d1f38b25156ca193d478d17deb272 latency=872.966666667
WPT 90360fdba344e85d0c4d5419929a3d2837fdafa7 latency=886.883333333
WPT 6fe8762e6ee9b778fdfed7067fc271e88f0ac061 latency=927.8
WPT f0d6659b28c23253fbc906fd7507428e6206ef74 latency=958.183333333
WPT 952a0ac19bf2a4d62f664030b525c1db3ff8f5ce latency=958.183333333
WPT 753fcd6be691ab2a47141a91798dba14cd04afdb latency=1038.03333333
WPT dab66a641b9b5bc51385be354c74cf7308578261 latency=1069.65
WPT ad7fb3e10c36903259d1b79dece7ae19a4a24b83 latency=1101.23333333
WPT 30af0f322dc215cd169365087b962060c7b3f96a latency=1175.11666667
WPT 0c15adb28610b101d4d338512a1fe76bd99a999e latency=1488.71666667
WPT b12daf6ead57d174456c29f2c1ab71662cefd358 latency=1596.8
180/199 import d4c230560a5ebbce5900ff7a5ea60593f973196e
WPT 4fdccde8f8018d692d308dad4386631e50b3cb02 latency=329.783333333
WPT afd1a02d832be426e2145cfeb285279bed440ec9 latency=412.616666667
WPT 75b7060a306053d9392c9a9e99e47798a70e6188 latency=697.116666667
WPT a9e6fe9bea3fadec5cf797234d5ae64f17f3d10f latency=712.433333333
WPT f6d4ea044fdbe023636bcf8cbbf49b93aa5d1da9 latency=968.933333333
WPT 0d62f1c8b15af3f836e50e45289b96bf8244dc0c latency=968.933333333
WPT 6555d5cfe9f87db97e99fa2403c321c53456e067 latency=1011.3
WPT 8ef5cf1786688a6787f37d6f87188e694c9512d9 latency=1060.18333333
181/199 import 2d78146bd2735b88e5ede27bd86ebba3032dbfa5
WPT adbc90ba792ce810a8a5119600932a79c8f40c1b latency=751.8
182/199 import 80e7a8f782df79c16ee00342fe340b53521ac196
WPT 9222de8ccad3f50cd0999a5cc77caf0eddc7a7b9 latency=1131.15
WPT 675e2b5cd0c909b2023f43f50a1dee27794c195d latency=1247.76666667
WPT 77b124f1101850074bbcdfcbe3b0016c211af37b latency=1345.0
WPT a0550502e83f4c49d00a4f8b698d78750dfb30c4 latency=1373.61666667
WPT 50837d450dc9f851eb04542a41b1d58dc9b43c98 latency=1468.1
WPT ab89f51146eb7f8e396542ab6ce8383fedeb02cd latency=1580.4
WPT 785ec55ddc2dc2e5dfecac65832d68c82f72e50b latency=1765.03333333
WPT fe63a722219d773dc48204eef9ef4852171e5257 latency=1869.95
WPT a9ffbef843f406bb799d455b765f3ec5ae1a15f7 latency=1966.4
WPT 78cda80820e1ceb19717dfc2e4563ea481a2c4cb latency=1987.1
WPT 190d0472a85d4fd3f49cd7ff35e0ff4d69ccb658 latency=2063.3
WPT fd5af209448f22ce2d90b9cc8fc5fc234bee8cef latency=2063.3
WPT a77f076e54ef0f20838f64a7b16bfb2b13f72f87 latency=2063.3
WPT 132eb25335fe94eec1d0483eeb2f9e6cf7543c84 latency=2106.58333333
WPT 8cea2aceff0335dee55d967cd0cf80b13ba31981 latency=2136.98333333
WPT 76e8df169d5b92a689add19e9471cf8df4dd5614 latency=2183.56666667
WPT 80ed0556e0afd918f752b3fd2f263a592488fe64 latency=2183.56666667
WPT a94ae52e4e21d6240fe1bd1b34c27e82ae159109 latency=2183.56666667
WPT 299cb9a170f2e60117c2d0cdbf48c5ecb12a8c69 latency=2183.56666667
WPT d8b19bc073ed4478be9a2c944a3ff582f775724f latency=2186.41666667
WPT bc2a32f9ed13ef08ba0c05a8fc679fbc902522df latency=2198.86666667
183/199 import 33480072f666d9d454bc2274e999eb201fbbb463
WPT 9e9969659c5bb38686c8474dafd1605fa3c18089 latency=339.35
WPT 0c1f66778a5a3d5e74f1643751584376ab4a79a0 latency=752.7
WPT 73edc3fc49e3518d583ab7a8e46229432db80349 latency=894.366666667
WPT c9db8d86f64c2e1a59b288dad99522a4f2f21587 latency=976.883333333
WPT a41f0a2f7e08418c470e448e822125cef29ccf91 latency=1172.06666667
WPT 1c21ae9db469094519c95b7cd59b02206f79ce08 latency=1217.63333333
WPT 4f92d9185d08f5e00a8fa7b4ff4680233adc60ed latency=1217.63333333
WPT 389b21a3c641c5f6753504e3457e8a027894d3e7 latency=1217.63333333
WPT 0ac9ba4accbe0f4b5258f72f53c3ec3b46b6a000 latency=1217.63333333
WPT cd1fe9dde8e7d05afa0ae6ebde6500f69056ba94 latency=1217.63333333
WPT 25d8bf3b482d016978a21140fbf665b5994a6215 latency=1242.81666667
WPT d181f7e7190fcc2760de8fb5b951ab75975548de latency=1242.81666667
WPT 1b3e31bb25ec6feefbff700c0b72e20042cc597b latency=1242.81666667
WPT 9b8a548d08b39cccfb8c6dbc3be413a2ea2d68bc latency=1242.81666667
WPT 363f1250e609477801f831d9b1303287421230a2 latency=1242.81666667
WPT fcdc6770de2d7fd7d029f3a25449b9e7e3bc8b91 latency=1289.21666667
WPT f65d993bf61fb0979b8d8d65ea9dbfb58643e361 latency=1382.23333333
WPT 4d43a7cd6c48995e7db819906cdd521466856574 latency=1441.66666667
WPT 791f08b13c6d587a0a98bdd0f3db157acadcd71c latency=1455.71666667
WPT 3457ef3f3dc3edb2fe16a61dd77f0187f1e347d6 latency=1461.13333333
WPT 1d46bfcf632d414b7ef916815b247af461b617d4 latency=1475.5
WPT 245b54e1f8a44016c80766c0f3b2dbacb788b856 latency=1500.31666667
WPT db719a62fe55c5e26377e1d3817e573c10a85a1f latency=1504.16666667
WPT 24cba04ed11ada2b046fa7c9930a12485fea08d9 latency=1536.51666667
WPT c9458fbe9cd89da1d4796c15ba30a54ad4bef431 latency=1567.41666667
WPT 3da444252a16c4291a435e971aeef0660d9d6b6e latency=1567.41666667
WPT 733d2161ac1c802e1a3479209680102c56cd2ddd latency=1567.41666667
WPT 05893fa7ce75e608507070d44c9e1bdccf86d710 latency=1567.41666667
WPT 8ae29cee0d5b53ede2a72c9756ecb12bf405d2d9 latency=1567.41666667
WPT c6f022f773255fc5f723bf1c3236dedc7a6d8e8e latency=1567.41666667
WPT 53c53adfeebdd8b3808d80a6145181bea1cbc38c latency=1567.41666667
WPT 10b587ac4c67495b98d94c61445f763449d59cb3 latency=1567.41666667
WPT f6304032b2e84a17755cbe914fb759aca2bfc885 latency=1567.41666667
WPT 4a5a512f7e15ed7f9c8db4513954744fbe695c08 latency=1567.41666667
WPT b8b1eb31c90b01d2232d7282b0fff046ee026ea1 latency=1567.41666667
WPT 9bf14822b507f9d29c4e5244fb67717defa2c564 latency=1567.41666667
WPT 7bb9b0a7de370400da9d0d70dc374ff082be6fdc latency=1567.41666667
WPT 5420acbd098f56ae67f25c0b56e89a474e09d3c2 latency=1567.41666667
WPT 03b118bcc2fd06288f80dc315bef4fd3a13bf585 latency=1567.41666667
WPT 07171f4350dd9c8b7560b514c1b4dbf6c0639b69 latency=1567.41666667
WPT 39c4b017adb490a0d80eba05fbae036f49c4fd7b latency=1567.41666667
WPT e3d2c7b3326a854e6fca0a0811ff0d057aacdc64 latency=1567.41666667
WPT ca1d42c2d555f6794e5282e6aeb2938fd508403a latency=1567.41666667
WPT ee95faca88ecd8fe1e661f1e9c312814acf3b842 latency=1838.18333333
WPT 59338ef03edc1251507ac8ccf7efc80d176a62c7 latency=2068.46666667
WPT a3600bd02d7579a04fbdc58f6ad17c95c2504284 latency=2243.75
WPT 3d76c91f3c0ace59cbec85baca0278ceab603953 latency=2400.26666667
WPT bb1e2421874cb98349b10b4af3322ca42e8edb28 latency=2614.6
WPT 76935874a204c882a35110e8866117bd993196f3 latency=2944.46666667
WPT f1aca770c16c252414b6ef34154dc7b09846df96 latency=4024.65
WPT c0babb9cee91e0328a2c0dacf9539ab17ddd1289 latency=4027.7
WPT 272b557a60b6e99d94c0353b23973b792ab13b55 latency=4246.66666667
WPT 7483db6e3654c9984e14fd0ec0ddf75cf075ab0c latency=4336.41666667
WPT 70a089876343bdcce8c7681ccad88b6eac221f78 latency=8355.11666667
WPT 351d25746440b28916e0039b7369a3da4ce3e9a9 latency=577151.483333
WPT 0475aa535be76478ed4e302b3381a7828feea5df latency=577181.266667
184/199 import ccc8d5ea485d886a5ab9be1b701ac50b3089957f
185/199 import 7b8416fbcdfe9842e083218637438cb0683727fa
WPT e0875e3d424758266f0e8e5bd1ff820ee0e49fc2 latency=278.866666667
WPT 026990c7cbdd913db4c35a311e3740e0e70a972b latency=422.933333333
WPT 5157e11dc31134a7d31b532fbe8a36e3a9eeaedb latency=427.516666667
WPT 17c790c3f3752e5546de87aeb668325cf278036f latency=462.75
186/199 import c01502167547b1e5b34b19df5dbe13aa5eff029a
WPT d78991c2f5b2ef81a1f87067feed1b46f528950c latency=328.216666667
187/199 import a4a53ea5eeda57dfe69372eb469d070b301d9e4f
WPT ef4ec295db5ec7204d8962f728505100a45634e4 latency=257.85
188/199 import fce133717c70472e5d7cb88880fe46f05b00827a
WPT 0d78ba20b46ecbe6a08338f828cc079c8fd646c2 latency=1235.93333333
WPT 280661067b658795236e8dd8916ff6468fe35f6b latency=1235.93333333
189/199 import 48620dd3340c07313f34e9e5a05fdfa8a6c4c770
WPT c94ef3e5faf28027c61c76b3b5e882555869d33e latency=375.916666667
WPT 6a4287a55574d908617a909c9bd1bae71740f85e latency=406.15
WPT f6457c81c9124a3d9c730883ce256f0c2d311251 latency=413.616666667
WPT 55f80ea77b1abc1c36ccb37a72cd784bee574d4c latency=413.616666667
WPT f587add0efa77970375f0a4b4a50d1f5508d76b6 latency=423.283333333
WPT d9b074ed34b361bb335a6e795ff03ab613184592 latency=423.283333333
WPT 02dbf67ecaeb5cc4cd9ade1df8be8e660d6f0f41 latency=423.283333333
WPT 62623e4ac3ac10ecb481780d81fa9ef0bd12e383 latency=423.283333333
WPT 6ed8b83ea131e0e9c170327b86de691098d70a97 latency=449.416666667
WPT ee17414330720721491f9f3cf49818a054784e9d latency=466.516666667
WPT e57123e48897f999fae12e074b2dec8f97958cfa latency=578.466666667
WPT 6875ece7d63eda0244e810254b33bcdab4047def latency=691.666666667
WPT a5c429f76e4f59048baf360f2077fb9df27c7a1f latency=703.9
WPT f2dfb9053e45eb0f491a6f636fc5779156b7cb8e latency=866.783333333
WPT 2d9289682a2bc85bfb729c9f7872ed333953087b latency=1050.11666667
WPT 436fdc627b53f717de562dfa2f630f1461b014c9 latency=1100.3
190/199 import 3ac6740efc469abbf65953dd0fcb72469562ce7f
WPT 5068e1f2e40ec5879072aaf63d8a9b6f67d4fd1c latency=397.433333333
WPT de1d647986e176387d5bb14e9ecb6b464b030b27 latency=535.45
WPT 565c5f51230a59df4ea058e1f71858e43e2e622d latency=536.4
WPT 9eb60c38ff7bc2c74b7af47247a44df3a83c7648 latency=626.9
WPT 40e04eba01c2e35800a70261059495ebbde33309 latency=690.733333333
WPT de000b53b0996fe2773491aebca35ecdc773cd68 latency=967.35
WPT 717c677cdcb9736df985aab0a43f04993d59cccf latency=967.35
WPT c2b778d4faf7c9a42c541c2db1e4cc1ccbf9b1de latency=967.35
WPT 5a3dfc7243c6dd1e35333a21a1033f1071a5c245 latency=1115.9
WPT 2d85926668f43c019fc47762e5527f8350d6782d latency=1489.96666667
WPT 4c130111380788825f9eb79f773f269e1b729b53 latency=1787.58333333
WPT d96d68ed964f9bfc2bb248c2d2fab7a8870dc685 latency=2470.9
WPT fb6d5a6ca954a7f32f6fd287fa5c76b5a485481e latency=2539.0
WPT e63fd9b6775b28620954a73a8101fbfde6cdf09e latency=2563.16666667
WPT 8405299cc501f8dc5d6fcb151f96dc537d1599f8 latency=2615.95
191/199 import c1bb78e9d0f69b24375706c1a488942371ed03cd
WPT 2c5306aef7ba39984d7b4ba105cb63b7a5af140c latency=1149.08333333
WPT 288744c60dce14935a2e2f320106d364c7ac9d59 latency=1240.8
WPT 184849662aeb7f8faae064a969be6b0bdbe01c0e latency=1281.5
WPT c2e5e311cb5ee7f2625884220e967221e342135b latency=1354.26666667
WPT 839530f7bc84155038439bd5e856c1b67a8cdee6 latency=1395.41666667
WPT eb84ee60e8bbbebb2b97dcdf192cbbf791c30f6c latency=1542.08333333
WPT f90eada08b3efb2264e8696d11aeb8ef22b2323f latency=1572.15
WPT 125950d10a346482075c55d27f61a1021ca68d68 latency=1585.13333333
WPT 25581e4ac71ead2ef233a1192b33494543534ba6 latency=2140.46666667
192/199 import e9e0a9019bcfc63ba03f55403e6628996593fecb
193/199 import dd2c6da591c609bc9e0bbf842102102ccec89000
WPT 74e8746b8e49b1dfc4a3d004e91b63da3f578ff5 latency=279.183333333
WPT 04da78559b732559c423646f8561b0d39fba27eb latency=619.05
WPT 54af823797bf8e9ad619ec2143238b1f3bf05ff9 latency=781.866666667
WPT 8a2f2c6af8ee6369775a2214b28440f741092499 latency=822.266666667
WPT 23eefbd4a7481fd8f1fbe0d8fef42a19fa80262d latency=841.033333333
WPT d8f1e173b8a0ef00064b63924c4dca9e363ae2ac latency=842.166666667
WPT b03767891da609271949f549b63b90bf99098ba2 latency=1008.38333333
WPT 9405e4944bcd0198ea86c761bbcdfba4f9830024 latency=1160.76666667
WPT e2343ac5f21e3fa6a22037be1de03532bdad39b5 latency=1231.71666667
194/199 import c89df6479a250ea8a06ac529fd6f891c34c771dc
WPT 3b43715d596e37808ac839dece7a01abe4ea828a latency=414.066666667
WPT 3c7893e01e12dd42eee57f7a5f2bbf8fc9c0e24f latency=416.7
WPT 5dbbd5f110f5ff9cd09318d1d8217c8111ea8f50 latency=428.6
WPT a158fe14e298eb3530a8a74b84246d565c3a5f27 latency=441.3
WPT a01b1e55525a56c6be9dd7e2aaf59f078abb8b3c latency=441.3
WPT e49fdceb78dec49e9e143cb8c4e6d0991c4c0810 latency=450.55
WPT da68b4c4590b8cdbf22356fe77afbc93caac40b8 latency=450.55
WPT 21727e4fdddcd8ccc87cda6b39c365ac8aa00093 latency=450.55
WPT 0a0c7d869568a97ee5eb7ca2296b0fb786be45f5 latency=454.166666667
WPT f2a130420974c3823e148c9232439b62948818fe latency=489.066666667
WPT 5e929466f2ced5ee5011df0fd07a6baceb620675 latency=514.816666667
WPT 8b8421f87e1d6ebf4ac4f89484d74f80b8e344c2 latency=514.816666667
WPT e01045dca8c3ea41a96798732a3aaeebfcb01208 latency=517.583333333
WPT 7d2c2d7e877e136ed5e8462dcdce12aa27409f5d latency=517.583333333
WPT 8798f3960ab406bfbc2efe4fd0af642899635c66 latency=519.216666667
WPT 199b65f63a71fd4714464e9ca6456783670eb6ba latency=520.683333333
WPT 8a344b1283af2003cebe812dcff4ed1ebb74f022 latency=522.9
WPT fa448ff53ef639c46eb27440254a14ddee0553e6 latency=651.166666667
WPT 8b41b0cc1989a410e548c2c5e21613e1116a7306 latency=688.133333333
WPT 5f8b2676c321a8e25de9b3f107fab6081043a072 latency=1052.31666667
WPT 6457e37b85cb99c1ea14526642fb790df1281afb latency=1377.26666667
WPT 498ac94327796c2f26221dc465a50937ba1eca6b latency=1377.71666667
WPT 9aabd3cb8bff02c5412141bc67e9789da1451e9d latency=1420.68333333
WPT e6fb3f6f3f32e1d21ed66e260a39e282763e101a latency=1431.5
WPT f8d3824ce637987311af5b52a4d4a77dfebb7055 latency=1442.85
WPT 487ef9db8b035da8f2ad4c23624c5205dda8cca5 latency=2369.7
WPT 66f5cd947a08dcf8d211a69984017065c9688949 latency=2642.08333333
195/199 import 86da53572bd116369686d4727dad2d4fb6f07176
WPT 683fb5ad785084f35cac8ed9740a18ceaf3fca37 latency=1072.68333333
WPT 73c5cea5e08e685de20bb016ee28d03e6b1343e9 latency=1074.35
WPT 040ca3b36f183b450bdb9fe884db43c1f3768138 latency=1086.61666667
WPT ddafdcb03f2063fe4955b8721b30269943f483ab latency=1092.61666667
WPT 3c8cd57894a60368936dc1c2310cfdbdb95960fb latency=1105.78333333
WPT 8d764145b24af00ca8f68849ae9af7e8de6f0b50 latency=1191.6
WPT b0691aded9ced69312256c21d45a6897c451e5ac latency=1884.83333333
WPT 8256c4646f859836af69d56af68ef6e661f3b571 latency=5028.78333333
WPT 143511e881835cb1bcae5b0794bdc41f3b136596 latency=5175.73333333
WPT 594b2ad8a7de8d84fc3b598d0420627e4a8e15ea latency=5229.78333333
WPT 6d0e5526d9d438470124fe1091b59c60d289f2cd latency=5529.88333333
WPT ffc315c1cf361a5449b8d600dba14e48426a9a56 latency=5575.3
WPT 7bab76f53548d4746c4279fb3ca67aebf025f758 latency=5627.53333333
WPT 09a59fb9431339d525c8a27e66f327ced2c81bff latency=5639.75
WPT 97dc4ff4726d1ce61bf859aff29b1997ac47aa77 latency=5668.08333333
WPT 941d25fa576a144f254369dfaf30bffb85aab079 latency=5672.63333333
WPT e674bf9453384e780d47a82532c87f1265c17b80 latency=5725.28333333
WPT 41d7e90475b2d7e38cd3795f1741d86c3dd9dd2b latency=5731.85
WPT c0496019266bb6fdd10e97b78a35f24d13d6775b latency=5773.9
WPT 32397993952c1616ca70fc306e926b91f26ffee7 latency=6123.26666667
WPT 411a72d0c4f24a654c56fde02a0e862ee6a29ca3 latency=6145.4
WPT b4aa09a3db308794f423cfb650a6871edeae05ad latency=6145.4
WPT 9cbd4ec46ee22e7b6b6862dfa130fd699214a571 latency=6145.4
WPT 9a6a1f4f65f011986c5e059bcbf02b888d704bf9 latency=6510.65
WPT c080c71b47e989ef02b46e0ed9d7d5a2dc545941 latency=6892.9
WPT 88635cb01ce42a812f71bd2c1f82971cffa3250a latency=6939.98333333
WPT abb881b1456b691b834c8f8e98e5b4ca6ce3c20c latency=6976.98333333
WPT a97425674b1206c5eaf4140b0d6ddd5f584266fd latency=17206.3166667
WPT dad5647fab48e4238c5612f4359468de046c7057 latency=17282.3666667
WPT 43c70ea9df7030288bcc1b8c2abb8ff7e738fad8 latency=797697.983333
WPT dd744301660c28efc86b3064cff935608c6540bf latency=797701.583333
196/199 import b040ffbbdf06588a82e77702ba782a927601445b
WPT 08c77b3943d91506ce8308b191cbf67a4ce42dfc latency=598.383333333
WPT c13731ef086fd4bc63c084b10ca091bbdea9932e latency=680.883333333
WPT 90efdbecfe3c457b36c71cf3e01a72cd5301c163 latency=1647.21666667
WPT 91d7e29edf7e68ec7b0c1f17d1ea0ebbb1a29b7b latency=1765.2
WPT 075adf5e6314664c078131750fb71e55df845895 latency=1916.46666667
WPT d6102e6097670a68abae60c6c24cc8060d9ac379 latency=2150.4
WPT 9047ac1d9f51b1e9faa4f9fad9c47d109609ab09 latency=2380.25
WPT ef42a9885c471b0f13e9bbdcff90076a66f06a95 latency=2808.2
WPT 73700477784364830178dc309091bf0977656e5d latency=3746.26666667
WPT b37004f3d52b3b53a5db51cfc488ed415bd6b610 latency=4079.76666667
WPT 7a612a625a0a51e44c6fc0f4cce556ab5057b016 latency=4772.25
WPT 45c77cd98d6563aab4544f784b722f640ee8d295 latency=5142.66666667
WPT 7a7d61501e55b291d73ad983b19678e7cd26ead3 latency=5555.7
WPT 156c5e9e7bd64fe93eb91345e46d8f1f7950dc8e latency=7298.1
WPT 38f4c68386bc38cb4a38735170c1c6390d9d2ccc latency=8161.3
WPT 13b0e2d8d609603b0230ba950404ea21c149f0db latency=8833.3
WPT 58a13cc3ef6d3ff16458b6897200776658d1f7e8 latency=8890.4
WPT e887cccb6f8ce4990507f56c53c237d4c40f8abe latency=9119.7
WPT 9d4a552f0238f7b5d96877a7c7233b2a2722d8bd latency=9231.0
WPT 8c5889ece17f043f50c1516d2706115f404b1cf6 latency=9264.06666667
WPT 6ee35188e275d23ab46d9a4a5aaebf8acbc27600 latency=9814.2
WPT b30abaecf44cb9d20cb6066245dcf12e7ea0b74d latency=9990.18333333
WPT 52adc16d6554e3b6b5abb310feca5aaad1f55ac4 latency=10397.5666667
WPT ba43a2e9a4430b5e2ea3a22b6468529b835c3fad latency=10615.2833333
WPT fb91e00aa2ba8556b6d274478e7cc6452d9f82e2 latency=10866.2666667
